call_id,priority,date,call_start,xcall_exit,call_total_sec,q_start,q_exit,q_time_sec,server
33152,0,21 October 2019,20:36:05,20:36:12,7,00:00:00,00:00:00,0,AVNI
33153,0,21 October 2019,21:07:28,21:07:34,6,00:00:00,00:00:00,0,NO_SERVER
33154,0,21 October 2019,21:30:13,21:30:22,9,00:00:00,00:00:00,0,AVNI
33155,0,21 October 2019,22:00:57,22:01:07,10,00:00:00,00:00:00,0,ZOHARI
33156,0,21 October 2019,22:39:42,22:39:51,9,00:00:00,00:00:00,0,MICHAL
33157,2,21 October 2019,23:20:28,23:20:33,5,23:20:33,23:21:30,57,PINHAS
33158,1,21 October 2019,23:42:18,23:42:24,6,23:42:24,23:42:48,24,MICHAL
33159,0,22 October 2019,00:24:32,00:24:54,22,00:00:00,00:00:00,0,NO_SERVER
33160,0,22 October 2019,07:01:30,07:01:35,5,00:00:00,00:00:00,0,NO_SERVER
33161,2,22 October 2019,07:19:37,07:19:43,6,07:19:43,07:21:19,96,GILI
33162,2,22 October 2019,07:33:31,07:33:37,6,07:33:37,07:33:56,19,NO_SERVER
33163,1,22 October 2019,07:48:14,07:48:19,5,07:48:19,07:48:49,30,GILI
33164,0,22 October 2019,08:07:11,08:07:21,10,00:00:00,00:00:00,0,SHARON
33165,0,22 October 2019,08:12:20,08:12:36,16,00:00:00,00:00:00,0,TALI
33166,0,22 October 2019,08:22:55,08:23:06,11,00:00:00,00:00:00,0,GILI
33167,0,22 October 2019,08:33:24,08:33:33,9,08:33:33,08:34:25,52,TALI
33168,0,22 October 2019,08:40:11,08:40:21,10,08:40:21,08:41:34,73,YITZ
33169,0,22 October 2019,08:47:13,08:47:25,12,00:00:00,00:00:00,0,SHARON
33170,0,22 October 2019,08:54:06,08:54:15,9,08:54:15,08:54:20,5,SHARON
33171,0,22 October 2019,09:01:09,09:01:18,9,00:00:00,00:00:00,0,AVNI
33172,0,22 October 2019,09:11:44,09:11:53,9,00:00:00,00:00:00,0,YIFAT
33173,0,22 October 2019,09:21:49,09:21:58,9,00:00:00,00:00:00,0,YITZ
33174,0,22 October 2019,09:34:32,09:34:42,10,00:00:00,00:00:00,0,YIFAT
33175,0,22 October 2019,09:42:56,09:43:05,9,00:00:00,00:00:00,0,LORI
33176,0,22 October 2019,09:52:23,09:52:36,13,00:00:00,00:00:00,0,SHARON
33177,0,22 October 2019,09:59:19,09:59:30,11,00:00:00,00:00:00,0,SHARON
33178,0,22 October 2019,10:07:19,10:07:30,11,00:00:00,00:00:00,0,TOVA
33179,1,22 October 2019,10:13:15,10:13:20,5,10:13:20,10:13:45,25,TOVA
33180,2,22 October 2019,10:19:09,10:19:15,6,10:19:15,10:19:31,16,NO_SERVER
33181,2,22 October 2019,10:26:33,10:26:39,6,10:26:39,10:27:10,31,KAZAV
33182,0,22 October 2019,10:33:32,10:33:46,14,00:00:00,00:00:00,0,TOVA
33183,0,22 October 2019,10:40:57,10:41:06,9,00:00:00,00:00:00,0,KAZAV
33184,0,22 October 2019,10:49:15,10:49:24,9,10:49:24,10:50:01,37,TALI
33185,2,22 October 2019,10:58:18,10:58:24,6,10:58:24,10:58:44,20,LORI
33186,0,22 October 2019,11:06:10,11:06:21,11,00:00:00,00:00:00,0,ELI
33188,0,22 October 2019,11:13:32,11:13:32,0,00:00:00,00:00:00,0,NO_SERVER
33189,2,22 October 2019,11:20:57,11:21:03,6,11:21:03,11:21:52,49,TOVA
33190,0,22 October 2019,11:31:43,11:31:53,10,00:00:00,00:00:00,0,NO_SERVER
33191,2,22 October 2019,11:38:59,11:39:05,6,11:39:05,11:39:30,25,GILI
33192,2,22 October 2019,11:47:49,11:47:55,6,11:47:55,11:48:38,43,KAZAV
33193,0,22 October 2019,11:59:02,11:59:09,7,00:00:00,00:00:00,0,YIFAT
33194,0,22 October 2019,12:08:25,12:08:36,11,00:00:00,00:00:00,0,SHARON
33195,2,22 October 2019,12:15:38,12:15:44,6,12:15:44,12:15:53,9,YITZ
33196,2,22 October 2019,12:24:30,12:24:36,6,12:24:36,12:25:11,35,ELI
33197,0,22 October 2019,12:37:40,12:37:51,11,00:00:00,00:00:00,0,YIFAT
33198,0,22 October 2019,12:46:50,12:47:02,12,00:00:00,00:00:00,0,TOVA
33199,0,22 October 2019,12:56:08,12:56:18,10,00:00:00,00:00:00,0,YIFAT
33200,0,22 October 2019,13:07:16,13:07:27,11,00:00:00,00:00:00,0,GILI
33201,0,22 October 2019,13:15:38,13:15:50,12,00:00:00,00:00:00,0,YITZ
33202,1,22 October 2019,13:23:22,13:23:28,6,13:23:28,13:23:32,4,MICHAL
33203,0,22 October 2019,13:32:18,13:32:40,22,00:00:00,00:00:00,0,KAZAV
33204,1,22 October 2019,13:41:31,13:41:37,6,13:41:37,13:43:15,98,TOVA
33205,2,22 October 2019,13:51:51,13:51:57,6,13:51:57,13:53:21,84,YITZ
33206,2,22 October 2019,13:59:34,13:59:40,6,13:59:40,13:59:57,17,ZOHARI
33207,0,22 October 2019,14:06:47,14:06:57,10,00:00:00,00:00:00,0,SHARON
33208,2,22 October 2019,14:13:42,14:13:48,6,14:13:48,14:14:15,27,TOVA
33209,0,22 October 2019,14:23:29,14:23:42,13,00:00:00,00:00:00,0,MIKI
33210,1,22 October 2019,14:31:28,14:31:34,6,14:31:34,14:31:50,16,NAAMA
33211,0,22 October 2019,14:38:05,14:38:16,11,00:00:00,00:00:00,0,ELI
33212,0,22 October 2019,14:47:22,14:47:40,18,00:00:00,00:00:00,0,ANAT
33213,0,22 October 2019,14:56:15,14:56:23,8,00:00:00,00:00:00,0,AVNI
33214,0,22 October 2019,15:03:48,15:03:49,1,00:00:00,00:00:00,0,NO_SERVER
33215,0,22 October 2019,15:08:58,15:09:09,11,00:00:00,00:00:00,0,YIFAT
33216,0,22 October 2019,15:18:05,15:18:14,9,00:00:00,00:00:00,0,IDIT
33217,0,22 October 2019,15:22:39,15:22:53,14,00:00:00,00:00:00,0,IDIT
33218,2,22 October 2019,15:28:28,15:28:34,6,15:28:34,15:29:24,50,KAZAV
33219,0,22 October 2019,15:36:24,15:36:33,9,00:00:00,00:00:00,0,MIKI
33220,2,22 October 2019,15:43:38,15:43:43,5,15:43:43,15:44:00,17,SHARON
33221,2,22 October 2019,15:51:16,15:51:22,6,15:51:22,15:52:30,68,NAAMA
33222,2,22 October 2019,15:59:50,15:59:55,5,15:59:55,16:00:29,34,IDIT
33223,1,22 October 2019,16:07:29,16:07:35,6,16:07:35,16:08:26,51,NAAMA
33224,0,22 October 2019,16:14:16,16:14:28,12,00:00:00,00:00:00,0,NAAMA
33225,0,22 October 2019,16:19:02,16:19:11,9,16:19:11,16:19:44,33,NO_SERVER
33226,0,22 October 2019,16:21:09,16:21:19,10,16:21:19,16:23:17,118,MIKI
33227,0,22 October 2019,16:28:34,16:28:44,10,16:28:44,16:30:44,120,IDIT
33228,0,22 October 2019,16:32:55,16:33:04,9,16:33:04,16:34:05,61,NO_SERVER
33230,0,22 October 2019,20:49:29,20:49:47,18,00:00:00,00:00:00,0,ANAT
33231,0,22 October 2019,21:11:09,21:11:18,9,00:00:00,00:00:00,0,DORIT
33232,0,22 October 2019,21:35:03,21:35:16,13,00:00:00,00:00:00,0,SHLOMO
33233,2,22 October 2019,21:44:57,21:45:02,5,21:45:02,21:45:46,44,SHLOMO
33234,0,22 October 2019,22:02:32,22:02:41,9,00:00:00,00:00:00,0,DORIT
33235,0,22 October 2019,22:25:45,22:25:53,8,00:00:00,00:00:00,0,BENSION
33236,0,22 October 2019,22:54:43,22:55:00,17,00:00:00,00:00:00,0,BENSION
33237,0,22 October 2019,23:10:00,23:10:09,9,00:00:00,00:00:00,0,SHLOMO
33238,2,22 October 2019,23:31:01,23:31:06,5,23:31:06,23:31:53,47,GELBER
33239,2,22 October 2019,23:52:03,23:52:08,5,23:52:08,23:52:29,21,SHLOMO
33240,0,23 October 2019,07:06:25,07:06:38,13,00:00:00,00:00:00,0,GILI
33241,0,23 October 2019,07:33:11,07:33:21,10,00:00:00,00:00:00,0,GILI
33242,0,23 October 2019,07:53:50,07:54:00,10,00:00:00,00:00:00,0,MIKI
33243,0,23 October 2019,08:09:25,08:09:43,18,00:00:00,00:00:00,0,TOVA
33244,0,23 October 2019,08:19:46,08:19:59,13,00:00:00,00:00:00,0,KAZAV
33245,0,23 October 2019,08:30:02,08:30:16,14,00:00:00,00:00:00,0,VICKY
33246,0,23 October 2019,08:40:00,08:40:09,9,08:40:09,08:40:24,15,MIKI
33247,0,23 October 2019,08:44:49,08:44:58,9,08:44:58,08:45:27,29,TOVA
33248,1,23 October 2019,08:49:26,08:49:33,7,08:49:33,08:49:37,4,MICHAL
33249,2,23 October 2019,08:56:24,08:56:29,5,08:56:29,08:57:00,31,SHARON
33250,0,23 October 2019,09:07:36,09:07:47,11,00:00:00,00:00:00,0,KAZAV
33251,0,23 October 2019,09:23:31,09:23:40,9,00:00:00,00:00:00,0,NO_SERVER
33252,0,23 October 2019,09:35:41,09:35:54,13,00:00:00,00:00:00,0,DORIT
33253,0,23 October 2019,09:44:27,09:44:36,9,00:00:00,00:00:00,0,IDIT
33254,2,23 October 2019,09:51:26,09:51:31,5,09:51:31,09:52:49,78,VICKY
33255,2,23 October 2019,09:59:40,09:59:47,7,09:59:47,10:00:12,25,AVNI
33256,0,23 October 2019,10:05:34,10:05:44,10,00:00:00,00:00:00,0,TOVA
33257,0,23 October 2019,10:13:09,10:13:19,10,00:00:00,00:00:00,0,IDIT
33258,2,23 October 2019,10:19:43,10:19:49,6,10:19:49,10:21:20,91,IDIT
33259,0,23 October 2019,10:34:29,10:34:39,10,00:00:00,00:00:00,0,AVNI
33260,1,23 October 2019,10:41:43,10:41:49,6,10:41:49,10:42:14,25,MIKI
33261,1,23 October 2019,10:46:27,10:46:33,6,10:46:33,10:47:06,33,IDIT
33262,2,23 October 2019,10:53:05,10:53:11,6,10:53:11,10:53:49,38,IDIT
33263,1,23 October 2019,10:57:39,10:57:45,6,10:57:45,10:58:29,44,IDIT
33264,0,23 October 2019,11:04:18,11:04:36,18,00:00:00,00:00:00,0,MICHAL
33265,2,23 October 2019,11:11:28,11:11:34,6,11:11:34,11:11:44,10,LORI
33266,2,23 October 2019,11:15:00,11:15:05,5,11:15:05,11:15:52,47,MICHAL
33267,0,23 October 2019,11:22:40,11:22:50,10,00:00:00,00:00:00,0,ZOHARI
33268,0,23 October 2019,11:33:44,11:34:00,16,00:00:00,00:00:00,0,GILI
33269,0,23 October 2019,11:42:22,11:42:32,10,00:00:00,00:00:00,0,DORIT
33270,0,23 October 2019,11:51:44,11:51:52,8,00:00:00,00:00:00,0,AVNI
33271,0,23 October 2019,11:59:02,11:59:12,10,00:00:00,00:00:00,0,KAZAV
33272,1,23 October 2019,12:04:31,12:04:36,5,12:04:36,12:04:42,6,YIFAT
33273,2,23 October 2019,12:11:56,12:12:02,6,12:12:02,12:12:59,57,AVNI
33274,0,23 October 2019,12:24:10,12:24:18,8,00:00:00,00:00:00,0,IDIT
33275,0,23 October 2019,12:31:28,12:31:38,10,00:00:00,00:00:00,0,SHARON
33276,0,23 October 2019,12:37:33,12:37:41,8,00:00:00,00:00:00,0,MIKI
33277,0,23 October 2019,12:51:07,12:51:20,13,00:00:00,00:00:00,0,SHARON
33278,0,23 October 2019,13:03:48,13:03:57,9,13:03:57,13:07:45,228,MICHAL
33279,1,23 October 2019,13:13:47,13:13:52,5,13:13:52,13:14:46,54,NO_SERVER
33280,1,23 October 2019,13:39:49,13:39:55,6,13:39:55,13:47:30,455,NO_SERVER
33281,2,23 October 2019,14:06:28,14:06:34,6,14:06:34,14:06:39,5,NO_SERVER
33282,2,23 October 2019,14:11:24,14:11:29,5,14:11:29,14:14:50,201,IDIT
33283,1,23 October 2019,14:16:46,14:16:51,5,14:16:51,14:17:00,9,NO_SERVER
33284,2,23 October 2019,14:19:03,14:19:09,6,14:19:09,14:22:23,194,NO_SERVER
33285,2,23 October 2019,14:24:41,14:24:47,6,14:24:47,14:25:44,57,NO_SERVER
33286,0,23 October 2019,14:31:25,14:31:33,8,00:00:00,00:00:00,0,TOVA
33287,2,23 October 2019,14:35:06,14:35:11,5,14:35:11,14:35:40,29,YIFAT
33288,0,23 October 2019,14:40:03,14:40:13,10,00:00:00,00:00:00,0,TOVA
33289,2,23 October 2019,14:47:19,14:47:25,6,14:47:25,14:47:55,30,MICHAL
33290,2,23 October 2019,14:51:10,14:51:16,6,14:51:16,14:53:28,132,MORIAH
33291,2,23 October 2019,14:55:51,14:55:57,6,14:55:57,14:56:56,59,NO_SERVER
33292,2,23 October 2019,15:01:02,15:01:07,5,15:01:07,15:03:36,149,YITZ
33293,1,23 October 2019,15:10:30,15:10:35,5,15:10:35,15:13:02,147,ZOHARI
33294,1,23 October 2019,15:18:26,15:18:32,6,15:18:32,15:19:24,52,YITZ
33295,2,23 October 2019,15:26:11,15:26:16,5,15:26:16,15:28:00,104,NO_SERVER
33296,2,23 October 2019,15:29:34,15:29:40,6,15:29:40,15:30:59,79,ZOHARI
33297,2,23 October 2019,15:38:37,15:38:43,6,15:38:43,15:41:08,145,YITZ
33298,0,23 October 2019,15:48:11,15:48:21,10,15:48:21,15:49:05,44,IDIT
33299,1,23 October 2019,15:56:40,15:56:46,6,15:56:46,15:58:39,113,ANAT
33300,2,23 October 2019,16:01:31,16:01:36,5,16:01:36,16:02:42,66,YIFAT
33301,2,23 October 2019,16:09:12,16:09:18,6,16:09:18,16:10:01,43,ZOHARI
33302,1,23 October 2019,16:17:57,16:18:02,5,16:18:02,16:19:05,63,NO_SERVER
33303,0,23 October 2019,16:23:46,16:23:56,10,00:00:00,00:00:00,0,YIFAT
33304,2,23 October 2019,16:32:30,16:32:36,6,16:32:36,16:32:46,10,NO_SERVER
33305,2,23 October 2019,16:40:15,16:40:20,5,16:40:20,16:46:18,358,ANAT
33306,2,23 October 2019,17:01:02,17:01:08,6,17:01:08,17:01:23,15,MORIAH
33307,0,23 October 2019,17:11:46,17:11:55,9,17:11:55,17:13:05,70,MORIAH
33308,0,23 October 2019,17:20:04,17:20:36,32,00:00:00,00:00:00,0,NO_SERVER
33309,2,23 October 2019,17:32:08,17:32:14,6,17:32:14,17:32:49,35,GELBER
33310,2,23 October 2019,17:40:37,17:40:42,5,17:40:42,17:42:54,132,YITZ
33311,2,23 October 2019,17:50:47,17:50:53,6,17:50:53,17:51:51,58,NO_SERVER
33312,0,23 October 2019,17:58:31,18:02:05,214,00:00:00,00:00:00,0,NO_SERVER
33313,0,23 October 2019,18:12:39,18:12:49,10,00:00:00,00:00:00,0,BENSION
33314,0,23 October 2019,18:23:45,18:23:54,9,18:23:54,18:23:54,0,NO_SERVER
33315,2,23 October 2019,18:37:51,18:37:56,5,18:37:56,18:38:55,59,YITZ
33316,1,23 October 2019,18:55:03,18:55:08,5,18:55:08,18:55:30,22,BENSION
33317,0,23 October 2019,19:12:59,19:13:08,9,19:13:08,19:15:45,157,NO_SERVER
33318,2,23 October 2019,19:31:08,19:31:14,6,19:31:14,19:32:32,78,GELBER
33319,2,23 October 2019,19:41:11,19:41:16,5,19:41:16,19:41:56,40,MORIAH
33320,0,23 October 2019,19:53:56,19:54:05,9,19:54:05,19:55:26,81,YITZ
33321,1,23 October 2019,20:06:56,20:07:02,6,20:07:02,20:08:36,94,MORIAH
33322,0,23 October 2019,20:18:51,20:19:01,10,00:00:00,00:00:00,0,ANAT
33323,0,23 October 2019,20:42:12,20:42:26,14,00:00:00,00:00:00,0,BENSION
33324,0,23 October 2019,20:57:04,20:57:15,11,00:00:00,00:00:00,0,BENSION
33325,0,23 October 2019,21:10:35,21:10:46,11,00:00:00,00:00:00,0,SHLOMO
33326,1,23 October 2019,21:24:41,21:24:47,6,21:24:47,21:25:07,20,BENSION
33327,0,23 October 2019,21:36:45,21:36:54,9,21:36:54,21:37:19,25,BENSION
33328,2,23 October 2019,21:54:59,21:55:05,6,21:55:05,21:55:09,4,BENSION
33329,2,23 October 2019,22:17:43,22:17:48,5,22:17:48,22:18:23,35,GELBER
33330,2,23 October 2019,22:33:14,22:33:19,5,22:33:19,22:34:18,59,BENSION
33331,0,23 October 2019,22:49:39,22:49:48,9,00:00:00,00:00:00,0,BENSION
33332,1,23 October 2019,23:10:07,23:10:12,5,23:10:12,23:10:30,18,SHLOMO
33333,1,23 October 2019,23:33:34,23:33:40,6,23:33:40,23:34:21,41,GELBER
33334,2,23 October 2019,23:50:12,23:50:18,6,23:50:18,23:50:59,41,SHLOMO
33335,0,24 October 2019,07:07:29,07:07:42,13,00:00:00,00:00:00,0,TOVA
33336,0,24 October 2019,07:49:50,07:49:58,8,00:00:00,00:00:00,0,MORIAH
33337,0,24 October 2019,08:11:29,08:11:38,9,00:00:00,00:00:00,0,GILI
33338,0,24 October 2019,08:27:26,08:27:39,13,00:00:00,00:00:00,0,GILI
33339,0,24 October 2019,08:36:52,08:37:00,8,00:00:00,00:00:00,0,TOVA
33340,0,24 October 2019,08:44:45,08:45:02,17,00:00:00,00:00:00,0,YITZ
33341,0,24 October 2019,08:50:06,08:50:15,9,00:00:00,00:00:00,0,ANAT
33342,0,24 October 2019,08:55:57,08:56:06,9,08:56:06,08:56:34,28,TOVA
33343,0,24 October 2019,09:07:29,09:07:37,8,00:00:00,00:00:00,0,KAZAV
33344,2,24 October 2019,09:16:21,09:16:26,5,09:16:26,09:16:56,30,MORIAH
33345,2,24 October 2019,09:31:30,09:31:36,6,09:31:36,09:33:01,85,NO_SERVER
33346,2,24 October 2019,09:42:07,09:42:13,6,09:42:13,09:42:17,4,GILI
33347,2,24 October 2019,09:49:48,09:49:54,6,09:49:54,09:50:42,48,VICKY
33348,2,24 October 2019,09:59:21,09:59:26,5,09:59:26,10:00:53,87,ANAT
33349,2,24 October 2019,10:13:52,10:13:57,5,10:13:57,10:14:50,53,YITZ
33350,0,24 October 2019,10:26:02,10:26:16,14,00:00:00,00:00:00,0,ANAT
33351,2,24 October 2019,10:34:40,10:34:46,6,10:34:46,10:35:51,65,ANAT
33352,1,24 October 2019,10:44:22,10:44:27,5,10:44:27,10:44:38,11,VICKY
33353,0,24 October 2019,10:51:31,10:51:39,8,00:00:00,00:00:00,0,AVNI
33354,0,24 October 2019,11:04:04,11:04:13,9,00:00:00,00:00:00,0,KAZAV
33355,2,24 October 2019,11:09:10,11:09:15,5,11:09:15,11:09:45,30,ANAT
33356,0,24 October 2019,11:16:22,11:16:31,9,00:00:00,00:00:00,0,YITZ
33357,0,24 October 2019,11:27:04,11:27:16,12,00:00:00,00:00:00,0,VICKY
33358,0,24 October 2019,11:39:12,11:39:28,16,00:00:00,00:00:00,0,ANAT
33359,2,24 October 2019,11:51:45,11:51:51,6,11:51:51,11:52:59,68,YITZ
33360,1,24 October 2019,12:01:22,12:01:28,6,12:01:28,12:01:53,25,PINHAS
33361,0,24 October 2019,12:14:18,12:14:28,10,00:00:00,00:00:00,0,GILI
33362,1,24 October 2019,12:26:04,12:26:10,6,12:26:10,12:26:20,10,VICKY
33363,0,24 October 2019,12:37:46,12:37:56,10,12:37:56,12:39:03,67,KAZAV
33364,0,24 October 2019,12:52:18,12:52:30,12,00:00:00,00:00:00,0,ZOHARI
33365,1,24 October 2019,13:08:14,13:08:20,6,13:08:20,13:11:57,217,VICKY
33366,0,24 October 2019,13:22:03,13:22:15,12,00:00:00,00:00:00,0,ANAT
33367,0,24 October 2019,13:33:57,13:34:09,12,00:00:00,00:00:00,0,MORIAH
33368,0,24 October 2019,13:43:52,13:44:05,13,00:00:00,00:00:00,0,KAZAV
33369,2,24 October 2019,13:54:23,13:54:29,6,13:54:29,13:54:51,22,MORIAH
33370,0,24 October 2019,14:01:40,14:01:48,8,00:00:00,00:00:00,0,NO_SERVER
33371,0,24 October 2019,14:14:02,14:14:12,10,14:14:12,14:15:24,72,TOVA
33372,2,24 October 2019,14:20:45,14:20:50,5,14:20:50,14:21:47,57,NO_SERVER
33373,1,24 October 2019,14:28:04,14:28:10,6,14:28:10,14:30:01,111,KAZAV
33374,0,24 October 2019,14:39:16,14:39:20,4,14:39:20,14:39:39,19,KAZAV
33375,0,24 October 2019,14:48:24,14:48:37,13,00:00:00,00:00:00,0,TALI
33376,0,24 October 2019,14:59:09,14:59:21,12,00:00:00,00:00:00,0,ZOHARI
33377,2,24 October 2019,15:08:44,15:08:49,5,15:08:49,15:08:58,9,NO_SERVER
33378,2,24 October 2019,15:18:44,15:18:49,5,15:18:49,15:20:47,118,YIFAT
33379,0,24 October 2019,15:27:41,15:27:50,9,00:00:00,00:00:00,0,IDIT
33380,2,24 October 2019,15:34:05,15:34:11,6,15:34:11,15:35:01,50,KAZAV
33381,0,24 October 2019,15:41:50,15:42:05,15,00:00:00,00:00:00,0,TALI
33382,2,24 October 2019,15:48:47,15:48:53,6,15:48:53,15:49:05,12,YITZ
33383,0,24 October 2019,15:59:10,15:59:20,10,00:00:00,00:00:00,0,YITZ
33384,0,24 October 2019,16:05:53,16:06:04,11,00:00:00,00:00:00,0,MIKI
33385,0,24 October 2019,16:11:09,16:11:21,12,00:00:00,00:00:00,0,SHARON
33386,0,24 October 2019,16:17:54,16:18:04,10,16:18:04,16:19:36,92,IDIT
33387,0,24 October 2019,16:27:47,16:27:56,9,00:00:00,00:00:00,0,YIFAT
33388,0,24 October 2019,16:34:37,16:34:46,9,16:34:46,16:35:00,14,MICHAL
33389,0,24 October 2019,16:39:53,16:40:02,9,16:40:02,16:41:02,60,BASCH
33390,1,24 October 2019,16:48:24,16:48:29,5,16:48:29,16:48:39,10,BASCH
33391,0,24 October 2019,16:56:45,16:56:57,12,00:00:00,00:00:00,0,MICHAL
33392,0,24 October 2019,17:04:56,17:05:12,16,00:00:00,00:00:00,0,AVIDAN
33393,0,24 October 2019,17:16:36,17:16:48,12,00:00:00,00:00:00,0,MICHAL
33394,0,24 October 2019,17:27:14,17:27:26,12,00:00:00,00:00:00,0,IDIT
33395,0,24 October 2019,17:39:28,17:39:40,12,00:00:00,00:00:00,0,SHARON
33396,0,24 October 2019,17:50:34,17:50:47,13,00:00:00,00:00:00,0,AVIDAN
33397,0,24 October 2019,17:59:40,17:59:49,9,17:59:49,18:00:50,61,MIKI
33398,0,24 October 2019,18:15:51,18:16:12,21,00:00:00,00:00:00,0,AVIDAN
33399,1,24 October 2019,18:30:17,18:30:22,5,18:30:22,18:32:18,116,AVIDAN
33400,0,24 October 2019,18:42:24,18:42:43,19,00:00:00,00:00:00,0,IDIT
33401,0,24 October 2019,18:53:53,18:54:01,8,00:00:00,00:00:00,0,IDIT
33402,0,24 October 2019,19:05:18,19:05:27,9,00:00:00,00:00:00,0,IDIT
33403,0,24 October 2019,19:31:14,19:31:26,12,00:00:00,00:00:00,0,BASCH
33404,0,24 October 2019,19:46:09,19:46:18,9,00:00:00,00:00:00,0,IDIT
33405,0,24 October 2019,20:02:43,20:02:55,12,00:00:00,00:00:00,0,BENSION
33406,0,24 October 2019,20:21:24,20:21:37,13,00:00:00,00:00:00,0,IDIT
33407,0,24 October 2019,20:41:59,20:42:07,8,00:00:00,00:00:00,0,NO_SERVER
33408,0,24 October 2019,21:04:20,21:04:32,12,00:00:00,00:00:00,0,MICHAL
33409,0,24 October 2019,21:20:42,21:20:56,14,00:00:00,00:00:00,0,AVIDAN
33410,0,24 October 2019,21:51:36,21:51:45,9,21:51:45,21:51:58,13,SHARON
33411,0,24 October 2019,22:09:19,22:09:36,17,00:00:00,00:00:00,0,BENSION
33412,0,24 October 2019,22:25:01,22:25:09,8,00:00:00,00:00:00,0,MICHAL
33413,0,24 October 2019,22:43:23,22:43:41,18,00:00:00,00:00:00,0,BENSION
33414,0,24 October 2019,23:01:08,23:01:17,9,00:00:00,00:00:00,0,SHARON
33415,0,24 October 2019,23:27:00,23:27:08,8,00:00:00,00:00:00,0,SHARON
33416,0,25 October 2019,00:13:22,00:13:38,16,00:00:00,00:00:00,0,NO_SERVER
33417,0,25 October 2019,07:29:33,07:29:42,9,00:00:00,00:00:00,0,ANAT
33418,0,25 October 2019,07:56:26,07:56:38,12,00:00:00,00:00:00,0,SHARON
33419,0,25 October 2019,08:16:31,08:16:46,15,00:00:00,00:00:00,0,SHARON
33420,0,25 October 2019,08:25:36,08:25:52,16,00:00:00,00:00:00,0,TOVA
33421,0,25 October 2019,08:38:49,08:39:01,12,00:00:00,00:00:00,0,KAZAV
33422,0,25 October 2019,08:46:06,08:46:21,15,00:00:00,00:00:00,0,KAZAV
